ACCT|GENDER|ID1|ID2|DECIMAL_COLUMN|DATE_COLUMN|FIRST_NAME|LAST_NAME|ANY_NAME|ORG_NAME|FULL_NAME|CAL|SIN|NARROW|DT2
PKFZJT67G6|M|9082|1785810213|0.3058|2077-11-24|Gabriel|Young|Evelyn Jackson|Optima Innovations ltd.|Gabriel Young|5O6S5VOQ80LZV872V34KFYT8FAXBUT7G7BI0OMQBE1KMB|8579|V09Z|1982-10-01 02:50:44:000000
TKF9VE4RGS|F|7632|2020656182|3.8746|1963-08-30|Daniel|Martin|Hazel Young|Momentum Solutions gmbh|Daniel Martin|D3Z614VEAT7O37ODT19VTM62QNM763JFG79C99LZ0FOSV|4291|XBEH|1918-04-07 15:58:02:000000
T6RS8BWQPM|F|9676|2036654899|0.6485|2095-10-05|Elijah|Sanchez|Noah Anderson|Jade Industries gmbh|Elijah Sanchez|O6C64ONOF2ZSKBLVC2T0M4MDTTVHYGPHHEOVQ5CNPBCVI|0718|NPGZ|1934-05-19 10:33:42:000000
9S0QJ31FX2|M|4886|1396200925|7.5671|2039-02-14|William|White|Emily Phillips|Galaxy Enterprises ltd.|William White|0UXK7MSJDL2QHCV56FQBF4WJTYFIOUT8SRNDK6QFTFBAP|6844|D4RA|1907-02-08 15:03:06:000000
CA5XSLP7TF|F|4236|1986853908|0.4607|2080-01-01|Zoe|Rodriguez|Jacob Martin|Pantheon Innovations ltd.|Zoe Rodriguez|X2SGB541EHPK6ROJ2CLDITB74QJKF4E64RAR847EHTEG7|0431|I7YI|2028-03-17 11:20:20:000000
M6Y7K334HV|M|3778|272163133|9.4817|2007-08-21|Henry|Baker|Joseph Campbell|Radiant Technologies gmbh|Henry Baker|GIC2FO6OCDAJIOJUB12JPQAP3W46GO8MGZR5JJ9UK9ZN6|1992|17HR|2022-03-29 01:20:28:000000
7Q7V84UV1M|F|6076|218744517|6.8554|2095-07-18|Andrew|Thompson|Oliver Baker|AstraTech Solutions inc.|Andrew Thompson|FLJR0F9K3CCUAOON365F55F3T99BJTN3INUQQLYN5IJBP|6120|5PVS|1963-07-24 16:46:31:000000
XFKH3D2U6L|M|6927|1283697824|4.3359|1945-04-25|Owen|Morris|Hazel Rivera|Zephyr Group gmbh|Owen Morris|WL7A6CZ4AW53DQTXG7D5B7JSG02LZJDRVHD239SL1WOTC|9290|OT5T|2025-04-24 02:03:56:000000
K197YM229M|M|8683|564069653|2.7186|2093-01-16|Wyatt|Cooper|Mila Torres|Luminous Group inc.|Wyatt Cooper|G7IFFJBJL766TG1FP4K7A1UH9C7MWRS7H9U3FGBH47C4G|8802|X2QT|2009-02-12 01:09:58:000000
3H5MTJV1Z3|F|2764|695226628|2.6144|2061-10-29|Charlotte|Green|Henry Clark|Celestial Technologies ltd.|Charlotte Green|HD0X9XXCZSN0JZYNNMB0KSNYOOVRC93F5DJ1JTIENEYAD|1500|TA30|2073-10-26 02:44:08:000000
W8871BDHRG|F|7487|627362126|8.8881|2041-02-01|Aurora|Morris|Noah Stewart|Radiant Technologies ltd.|Aurora Morris|UG0XMKQBB54QAD5CDH46HMHXTMKS1EJWYHRTR42DW32TY|9055|217W|1961-01-05 06:46:58:000000
6FNMJVHND1|M|4698|87002277|1.2669|1929-11-08|Hannah|Flores|Audrey Lee|Infinite Dynamics ltd.|Hannah Flores|Y8G88AFIBWYBTA7K6LH0DDAVDJRU0DO25KWKUELV5MCI0|6508|C62N|1949-08-19 13:11:45:000000
DOERCJK2I4|M|7725|1022607563|3.9833|1995-10-24|Aiden|Adams|Jayden Davis|Elite Innovations ltd.|Aiden Adams|BRDXAMUUDU2TMRQ767F9PJORPQ3WACE5X7C8ZCO7THP5X|3901|FKMB|1969-08-29 01:03:43:000000
ROI7EUF24M|F|5833|1369516947|3.258|2080-11-15|Caden|Lopez|Avery Lewis|Momentum Solutions inc.|Caden Lopez|2TGZR0GLQ3Q5RG3ZBHL1SCEGFFBE8BJ32MO3XO03XCGXX|3711|WDDJ|1960-01-21 09:07:51:000000
V54LHNUFMB|F|5213|1276069621|6.2511|2005-09-25|Michael|Johnson|Charlotte Baker|DynaTech Systems gmbh|Michael Johnson|U5QHU0E3W3CCXGBXW6AFZR3S1ZF2MBY4Y9WGNIJ95PLUS|3854|6YQF|1997-06-27 06:17:12:000000
7G8IF0VJQW|M|9270|997276314|3.9635|1999-05-27|Anthony|Flores|Camila Harris|Eclipse Innovations gmbh|Anthony Flores|368X4AON9XJGHUA7WBV6KDUA74H57H88JAD0CC75096M3|6220|IWR5|2072-05-06 09:24:36:000000
2R4ZNIF2SG|M|7611|141477378|9.4135|1992-12-17|Wyatt|Baker|Aria Thomas|Infinite Dynamics gmbh|Wyatt Baker|Q8KHJXI5KPSXVNLQT6P3JKJ1K1H0HSG54A7MMMWAS26I2|6700|E015|2080-11-07 05:59:51:000000
LMTNSQLRM0|F|2984|1965072329|2.3499|1901-05-22|Sophia|Mitchell|Zoey Miller|Eclipse Innovations gmbh|Sophia Mitchell|I3GY6EAEN8N2AS0VI4LOJ86K4NWF7MQ744DY9SJI21YZM|7425|6WL7|1935-03-20 00:41:47:000000
ISURF95ESY|M|4034|772767849|5.1747|2019-08-15|Andrew|Young|Camilla Hill|Pantheon Innovations ltd.|Andrew Young|5VEZX1R2F8JZ91R5SI3XWLZN04B4XEOOSOYF01IG0YZIK|9613|GZG5|2030-09-23 16:21:46:000000
1BS80Y2TEH|F|2331|151981900|1.3403|2093-10-26|Mason|Mitchell|Isabella Rodriguez|Blaze Technologies gmbh|Mason Mitchell|K7J99W0BDY11HU4LFRSD63M31ZCIPES0Y16A0SWMZ4H4L|6043|G8Q9|1928-12-19 23:37:03:000000
8BYJDA6FEZ|F|3889|1388117687|3.4339|2056-06-23|Christopher|Hernandez|Benjamin Cook|Apex Industries ltd.|Christopher Hernandez|Z2ROJTHQ0PNAB764U08T1FDA0B4ZXEFG0AAVZKBCO4MV7|3624|C9QZ|1973-06-13 17:17:26:000000
2QG7JZ82VS|M|5941|1483794792|4.4801|1956-08-23|William|Clark|Gabriel Clark|Zenith Industries inc.|William Clark|8BNXW5RII2S1UTASB7JOTVPZA0VXGAHXTXYK96GRUS7JO|5205|LDL0|1977-03-10 03:23:42:000000
C1E408SEG6|M|2439|1529959228|2.7469|1911-02-06|Dylan|Young|Liam Reed|Infinite Dynamics inc.|Dylan Young|RS1GSPZGMGCZ0NNSE759G7J896OUF1O3921PBISUYFNMD|0708|2IRJ|1945-09-03 20:22:00:000000
2FUXTYKTJE|M|1205|474594870|3.6683|2086-03-27|Carter|Allen|Mila Reed|Radiant Technologies ltd.|Carter Allen|UVDH6BYNP05LJAPFKC81UCWE4MV94R1PK8TCUK32R10BB|2138|CLE4|1942-12-05 10:19:12:000000
DLM1QMSCQQ|M|2944|1978844835|7.6508|1982-09-13|Layla|Perez|Ava Scott|Infinite Dynamics ltd.|Layla Perez|NBU81Y7US6CQ4BNOXOWZQA063XR6KCB9WBAOSMEZKCAFS|5543|N1Q4|1915-12-08 20:02:07:000000
QQDPD3NX9H|F|1313|1156246257|9.4146|1999-09-28|William|Thomas|Aurora Flores|Pantheon Innovations gmbh|William Thomas|C6Z88DQNEM8EPC9IOCW7BHWIT3E3AS0XN9PPOZL3A7272|0626|YQ11|2067-12-28 04:09:58:000000
J0SMZOADYH|M|5663|1733088705|1.188|1946-08-11|Samuel|Lopez|Ella Hernandez|Helios Group inc.|Samuel Lopez|HOH0WPJZH3O1W25R9M4GEWC6YLEK116MJ9TBB289V5P7E|1295|7MXY|1981-05-13 14:00:05:000000
TC4F9G7S11|M|7162|769358182|6.7981|1988-12-21|Dylan|White|Alexander Scott|Jupiter Enterprises gmbh|Dylan White|1XWD9OWSDTNNJCFA3EY9ISXBJKIRH9PZ885EJW5SM2I8E|7808|7VDP|1914-10-03 00:17:17:000000
YNNW477N6Y|M|4340|1219221604|7.138|1993-03-04|Victoria|Thompson|Addison Evans|Cascade Solutions inc.|Victoria Thompson|BMMR9PM4I2F5UJ4GLM8DULYP6EDWVV9OW7SA4VYVNSMIR|2351|WQ60|2055-05-09 04:27:07:000000
NE1EK7N0CC|F|2600|1411214338|5.951|2004-03-19|Aubrey|Lee|Henry Torres|Vanguard Corporation gmbh|Aubrey Lee|E1W86WGL3V71DN5FEZEYX0WBN5W5ZZ80AXBLH0W78DYSJ|0085|X88H|1959-06-28 09:56:29:000000
7BVBMYJF99|M|2177|425939631|4.417|1957-05-17|Addison|Reed|Scarlett Hill|Dynamo Corporation ltd.|Addison Reed|D03DZZNGFVQ1FW0WF8JIB3CAQC1KXJKRUDPAHBMVJ275I|5957|B3SD|1934-01-05 15:18:31:000000
0GHRSAIZPH|M|7629|257107362|7.2856|2028-08-22|Olivia|Sanchez|Oliver Robinson|Jupiter Enterprises inc.|Olivia Sanchez|MCMUI2XY8GIKNI5E70XMC26LAOPN1UZNS0DOTWKH1WKTK|9350|SMXG|2070-03-18 13:28:21:000000
7MAFSLLSUU|F|5725|1098581900|8.4481|1999-10-17|Andrew|White|Evelyn Harris|Nimbus Corporation gmbh|Andrew White|LYDYDBYT4IQ0564P17UA8V5N70KGRMIRBWDVCESE7VP6K|1468|FFNW|1923-04-26 15:26:13:000000
7PWKA2J8VE|F|6584|1116663155|9.3202|1912-03-17|Emma|Hill|Scarlett Bell|Solstice Corporation ltd.|Emma Hill|BU7BIXE9ISK20QRXT58F255POIUQCKG9JKBUDH34K1BFX|6980|4NMP|1921-07-04 01:49:34:000000
40VDTUZFVY|F|6448|1521705265|2.6305|2075-08-18|Benjamin|Richardson|Jayden Nelson|Evergreen Holdings gmbh|Benjamin Richardson|QY6ZKKWXLD4TJK34BKZH2XO36H9VNMHRVQXX4UVQAK6K9|8819|R3SE|1907-11-28 13:37:40:000000
WOEGTA3YDW|M|6211|1463380960|5.4962|1980-12-09|Scarlett|Cooper|Elijah Adams|NovaTech Corporation ltd.|Scarlett Cooper|HUJKV58TPDVEX2SRB5C66EXG5ZN6WMT3QMCLBAMZX4MPW|7819|V3KC|1960-09-13 20:08:17:000000
662EFZSYHT|F|4198|927307168|6.9563|2084-09-12|Mason|Rivera|Evelyn Jones|Cascade Solutions gmbh|Mason Rivera|6U8QO5TZD9L2T5XUP4R83WN3A2UEZ3LCXGU1G12G39WM7|7172|9RCZ|1944-06-19 09:25:13:000000
MCQ1DL27JD|M|6671|1078406671|9.5659|2091-10-09|Joseph|Evans|Lucas Williams|TerraFirm Enterprises inc.|Joseph Evans|9IMJ0RJ1SDC0RPE0XY6DMT0C4PUPEA07M60ZQ3T91FKTT|1081|Y2L9|2035-12-17 07:50:13:000000
B0PNXWXUAX|M|2301|255515106|2.3749|1993-06-16|Audrey|Jackson|Logan Lee|Helios Group ltd.|Audrey Jackson|PHV9UUV82AKGL4E1PT9BRIJYKHE3BZTZMQXISKHXQ71CX|8455|B585|1946-09-14 07:35:57:000000
D7CA5N4VLC|M|2764|1549083352|6.4237|1964-07-23|James|Bailey|Emily Rivera|Delta Dynamics inc.|James Bailey|L67Z9M0TBC61TYIYCS0YQMBNTIC5ZOUOS2VKUY96IJU6M|2568|G3AB|1920-09-16 09:49:07:000000
UQJOTOMYI2|M|7142|1795607281|4.4833|2064-09-03|Scarlett|Campbell|Zoey Flores|MegaByte Ventures inc.|Scarlett Campbell|ANO3QKT8TCV34OIEVCDY6OTOP8I1RE9NJI1QYRGGJR5I6|3561|D838|2065-12-21 22:51:36:000000
IVKLIVWZK5|M|5685|577604380|2.429|1988-06-17|Scarlett|Allen|Joshua Johnson|Elysium Innovations inc.|Scarlett Allen|2JBN67XS2UB2D52NLLMKH8LTN5XD8T5S9OB3GIYZ2QJ6H|9708|RPJN|1901-06-19 18:58:25:000000
ES2OAEJC60|M|6188|606791800|3.3264|2085-12-18|Camilla|Nelson|Mila Jones|Flux Corporation inc.|Camilla Nelson|JGWJ7LYM6DTGPQ83VH20B9E5W9XRJ0FKMJAW6HTC5O9LT|1072|BIHO|2087-11-06 20:17:18:000000
65Q960FTY6|M|3649|1794030407|5.8261|1922-10-26|Dylan|Sanchez|Noah Moore|AstraTech Solutions gmbh|Dylan Sanchez|ZSJFFS550JT1KQ1JLVX75HXYDLAW0X7UA1GU4U7JBKPMI|8312|J4SV|1951-12-22 15:33:41:000000
YTF3LJZV5O|M|9127|1617233209|6.8233|1959-01-02|Jack|Martinez|Sofia Davis|Quantum Ventures gmbh|Jack Martinez|TZ4KK1LV28MKVYQZ62OVMU41ZIUCD8X4KYSAGP5PPUDS2|7976|CAF1|1927-09-23 07:25:46:000000
RUN2VD8UKK|M|8483|1560414740|7.4005|1932-12-02|John|Carter|Joshua Robinson|Aeon Solutions inc.|John Carter|7EGEUS8S6QAYZRBY2M18I3VIB2W4OPLK6N22XMJEHRYJO|1173|R73O|1986-09-20 00:53:44:000000
IMRP9LXS9Z|M|9982|2005259441|0.1503|2078-06-22|Andrew|Jones|Riley Miller|DynaTech Systems gmbh|Andrew Jones|MTRHKNSUUYZG5DLUXMYSSZKL5M12VCF39PIVRUKS92439|1652|ZYZR|1986-08-08 12:48:22:000000
2UHMVD07MP|M|4200|1497380345|7.3232|1948-10-12|John|Murphy|Ava Williams|Eclipse Innovations gmbh|John Murphy|LX2GS5HNSCZC5TTTV37PKUEATKNUB4EKSUEMM2KKMLXCV|4564|1HDA|2032-10-11 04:46:51:000000
6VOTFUQNN0|F|7369|1462603134|7.8774|1992-11-21|Addison|Lee|Olivia Green|Jupiter Enterprises gmbh|Addison Lee|ZXK5WM2OSHZBGUM5LJ0Q6UTR3JQ3OS8YHVBBZ82SMBVHP|3048|1MM3|2063-05-15 13:56:36:000000
BM719APMJK|M|7689|1876478537|6.7447|1982-08-15|Joshua|Carter|Benjamin Edwards|NovaTech Corporation inc.|Joshua Carter|NY7NF14V2F72XI54ERQEMCNVGDPDMBBN6222INXG3N7XN|8608|AIFM|2094-02-02 17:36:44:000000
L0YUL0PHPS|M|4918|1814732720|5.8612|1975-10-15|Noah|Moore|Noah Sanchez|Optima Innovations gmbh|Noah Moore|2BHLJEVGU068OPIYECFF6EC9363OABLX8Y1J9JPIYYW8B|4300|TWLE|1989-05-03 04:28:57:000000
FB85G91KC8|M|2507|1064711282|8.9042|1950-05-01|Mia|Allen|Isabella Morris|Jupiter Enterprises inc.|Mia Allen|8D7C71VTZUK16DS2Z95S4PZUYSK44PDZIUNWS4813CXCO|8449|S9CP|1957-02-21 20:33:32:000000
34F5266O88|F|9326|1737354890|5.8925|2068-11-26|Nora|Hernandez|Grayson Reed|Acme Corporation ltd.|Nora Hernandez|KF9SVC9CGKEP4U4J4QT2NNCM7WCQF12Q0H94PV8BMK3D8|5286|EWTN|2098-11-14 15:47:55:000000
HB81VEJ8FT|M|6731|1105761773|7.6241|1980-12-03|Penelope|Adams|Mila Green|Luminous Group ltd.|Penelope Adams|E8H7PUD36K0T9OMRAW2ZMJOBJ5DT71R6GFYUKSF2UT5VJ|2593|VETU|1939-05-01 05:13:52:000000
F761T6YMH2|F|5850|426920184|7.8607|1932-06-22|Camilla|Murphy|Hannah Robinson|Delta Dynamics inc.|Camilla Murphy|AVJLA50AUX4M7XU3A6CGJYTCKEHPBLI5B84SCXZ0YUJZH|9298|8Y9N|2061-07-10 07:08:11:000000
DCSQ28JBSW|F|4700|1022369632|6.5816|1909-11-04|Elijah|Bailey|Jack Stewart|Harmony Enterprises gmbh|Elijah Bailey|S59G1VB1YI5HFHX89HGPDQFLQZGMLRUQIUV9RXAI8AT9J|2897|GG6N|1917-10-02 13:00:48:000000
IQALMGTL6P|M|9055|109737554|8.3201|1915-01-13|Lily|Hill|Emily Richardson|Momentum Solutions inc.|Lily Hill|UC6UYLR9IEW8YFJHHOZLTF1Z5ONQGD04TMTLMY739IGCI|1881|7AEH|1980-11-01 11:13:34:000000
A5F3LZRFWG|F|5927|1443588181|7.9433|2063-04-03|Benjamin|Flores|Lucy Nguyen|Harmony Enterprises inc.|Benjamin Flores|Q6DFRCOR97M2UYN27LORY79GOPHB7RAKB5WR65ZPS04T3|6438|VIBQ|2080-12-08 20:53:27:000000
DXZ16ACGIF|F|7347|1037723238|9.2491|2038-02-21|Mila|Sanchez|Noah Morris|NovaTech Corporation inc.|Mila Sanchez|99NA77NKRN50WKGT5BYZT8KHHW42VUD09P326II3SGG2A|1025|O0II|1967-09-18 08:39:02:000000
ENDD9UKAVG|M|6659|232333553|8.6051|1960-03-21|Matthew|King|Elijah Campbell|Crimson Enterprises gmbh|Matthew King|WOHX337CQDYHMF1YOLTU44YIK4Y3UYVC7T17DJ7MEHW3Z|0433|LPR5|2052-05-16 08:21:08:000000
TZ7STVTKGN|F|4671|1903952776|5.1606|1978-01-30|Lily|Martinez|Christopher Brown|Global Solutions Inc. gmbh|Lily Martinez|U4R3SPEWZH078SLM0UNMO8M6IYTPJFXG2QWP37J8NZ2RQ|5642|25K5|2062-05-22 05:36:20:000000
G9630JX0F0|M|5060|1121116401|5.8956|1929-01-18|Scarlett|Carter|Nathan Moore|Lunar Systems ltd.|Scarlett Carter|BIXIIGJ3EG31N425ZVK1HJVYOM7EGIYIF9HU2IA0H2SCG|3861|TK5G|1947-02-17 14:28:53:000000
JCCJHLKVD5|F|8269|17994227|8.3498|1951-10-23|Hannah|Lewis|Oliver Miller|Eclipse Innovations inc.|Hannah Lewis|HAAEM0CBRCWMWY6B4V6DJRT5VDTP998S26WF1MY48WF66|5082|OBPI|1976-07-30 23:17:28:000000
0C9GMLQYRS|F|3515|1601320104|5.6006|2097-03-09|Jackson|Morgan|Claire Johnson|AstraTech Solutions inc.|Jackson Morgan|NKJ80VMDSDC2NR1AVA8G8EGY6S0BPKBYPODNCJOZUOUH0|6415|DYH5|1959-12-14 20:08:13:000000
PD1DJF2JJJ|F|2067|854413016|8.4607|2005-06-30|Anthony|Richardson|Jacob Williams|NovaTech Corporation inc.|Anthony Richardson|BN6976HBEG4VYLTM8LRGUWR7DPCB2R5AY79S5VR2B3UXT|0246|EP04|1982-01-18 04:37:44:000000
QSRE2LP3AB|M|9096|964434906|8.2245|2005-01-03|Isabella|Morgan|Harper Lewis|Infinite Dynamics inc.|Isabella Morgan|05IIRPS7KX2FTT52IUCOF7B78B0KO765G3GM76I5M0G81|5886|FJC9|2051-07-22 12:24:54:000000
V6ZX67A7KM|M|7412|979609985|8.6384|1957-10-07|Mason|Green|Harper Baker|BlueSky Ventures ltd.|Mason Green|ZNZB7GDT8UT36ECF3MG42O19TAN6E739ODPZK1BP8VAPW|9514|VNE6|1988-11-18 12:25:24:000000
RJW6X6WLRJ|F|4576|871247009|2.7345|2073-09-08|Matthew|Adams|Carter Perez|Global Solutions Inc. ltd.|Matthew Adams|T41ZP1ZJ3J17POHEIJVA881SXB1JK5Z8CIPOFMGXLKBL4|7242|NOK9|2094-10-29 08:15:40:000000
FK3YAB3S9X|M|2443|2029606180|0.5738|2068-01-25|Caden|White|Aria Torres|Fusion Technologies ltd.|Caden White|8OF1F35FA6IVXMPDFOGQKZY03T1M6LO89SBHNURNU2S4J|1279|56DP|2046-01-01 12:35:36:000000
BACHNRV1AX|F|5735|338513804|4.7615|2063-03-20|Lillian|Jackson|Emma Bell|Solaris Systems gmbh|Lillian Jackson|OAE28UDR4PMQOOEUPOPUKAVC1R2FI769PC71BSLAAGGZQ|9966|4ENF|1963-03-16 20:17:38:000000
DA2TXQ909Z|M|5291|799284648|6.5288|2047-05-18|Bella|Perez|Andrew Clark|Harmony Enterprises ltd.|Bella Perez|VC3G87BJO7OTK0LMM33L87F62K1MKH12U8BHEQR7ZPRA4|0138|73JP|1993-12-28 14:06:07:000000
NOV6EXS67V|M|3526|440205551|8.7956|2018-05-02|Dylan|Martinez|Lily Jones|Vanguard Corporation ltd.|Dylan Martinez|MLFY8FXQTG7HFXQK77JX19WNJY48S9H918ZT0MWRSCTTZ|1697|O3LK|1968-04-02 18:42:25:000000
TV7DZQHHAX|F|9556|231590578|2.7483|1925-05-24|Emma|White|James Reed|NovaTech Corporation inc.|Emma White|KTPWJJ547AP34RSYSV61DZ5CGAZFDRSEVTE9T9HFZPWFW|4288|EBRM|2026-11-07 11:36:55:000000
0ZG5AP3WQR|M|7972|90692441|9.1029|2023-10-03|Liam|Green|Jacob Nguyen|Global Solutions Inc. ltd.|Liam Green|0T1SZEJEA7B664A2PAN9E90YY5XJL34QZ1V77G4YTJQ7G|9040|IZ4J|2059-03-31 13:12:26:000000
VA1T2AFMKI|F|4621|1383722257|2.4716|1953-01-25|James|Young|Gabriel Nelson|Pantheon Innovations gmbh|James Young|F7IOBT6E83SFN9JGPHVG8NGL8ZUGNUJTKB8QASYJ0YEN9|9624|09WQ|2013-10-24 09:58:00:000000
7UVYB86HS0|F|8124|1629915085|3.9879|2019-09-09|Jayden|Harris|Jaxon Nguyen|Acme Corporation inc.|Jayden Harris|Q9EZLKPW6REM71Q6TUD1XM1V62CM4G0HODSTEUN7DDBJL|8801|0JJT|1976-03-21 19:39:48:000000
SVXSK0GEVB|F|8174|1109684163|7.8022|1989-12-07|Noah|Lee|Lucy Williams|Optima Innovations inc.|Noah Lee|3VNN37OYF83829X39OOVGDZQTH3EBNFPMAG9DSLJN1O8P|3643|QNU7|1925-10-15 05:47:40:000000
B3CG29Y1YA|F|6448|2091270139|4.9879|2077-01-30|Ella|Johnson|Jaxon Martin|Elite Innovations ltd.|Ella Johnson|1C9JC5A3QHWH7NNIEJJIY0Y5MZMYP0E92LZYGO7JUY55Q|8157|GQHO|2099-04-18 00:45:24:000000
P1I63R6ZZO|F|4031|605482593|4.6114|1957-04-11|Joshua|Thompson|Zoe Anderson|Evergreen Holdings ltd.|Joshua Thompson|G3JDZ71VVQ454S3DI6QCQ0MECBAZ779EEI2A06UKLKRCG|1859|CQC0|2084-03-15 01:21:09:000000
LVV1M6ZEQT|M|4583|2125070034|1.3542|2097-12-29|Noah|Garcia|Sophia Perez|Zenith Industries gmbh|Noah Garcia|XMVJ45EQVJUAYQXT32NK827VOP574L8WV1NI5O2V0VXIX|8206|KN29|2006-10-03 16:46:39:000000
ZUQE8XCFRV|F|8571|1420505837|2.2759|2068-07-17|Oliver|Jones|Nathan Hill|Zephyr Group gmbh|Oliver Jones|2V5OB76R6JXIP43W411ODAUDD5MCB0FJTS7QW511B83IC|1884|H99S|2084-02-03 02:25:24:000000
HH1OUUSKSO|M|3454|628209644|1.1394|2026-07-19|Zoe|Hall|Bella Cooper|Lunar Systems gmbh|Zoe Hall|GJ8LD2FYTB3IQ2V41LZPFMXCJAJI0E5CG1T9OJR2GTAQP|2787|6084|1948-06-22 17:32:42:000000
IHSZ55VZH8|F|2061|1596573646|0.6428|1906-10-10|Joseph|Lopez|Emily Hill|Lunar Systems ltd.|Joseph Lopez|XX5BW38SYQXWLZAR3A9BWGMLHIJ93BMBXCMS3EUHD5M6D|5092|QIDQ|2002-06-18 14:02:28:000000
942AFTVECD|F|9509|1991971140|2.703|1965-07-16|Mia|Torres|Owen Taylor|AstraTech Solutions ltd.|Mia Torres|Z0U6VGDUUGJHY2HGA2L3S62N572DO0FYMSJ1SFPQALA2I|3707|TUPK|1909-01-27 23:56:04:000000
HHRDNQVZOO|F|4312|30658486|3.7086|2066-07-05|Ella|Reed|Aria Carter|Jade Industries gmbh|Ella Reed|13YRCCVF45YMGAK3N480CXRF2L4Z4KQA22IPHR232RAEF|8660|4P9R|1926-08-06 17:27:33:000000
42SCPWZ14U|F|9361|19921714|4.7537|2080-02-07|Elizabeth|Wilson|Eleanor Carter|Flux Corporation ltd.|Elizabeth Wilson|OFW5IKXDNZFGVUYJFXCUCKA0J6ZQ0QCMHGM1FZ1KQVHFW|2094|ZXL7|1920-02-16 21:38:15:000000
17AY7WAEWN|M|3992|1160186536|9.1941|1969-06-07|Elijah|Garcia|Joseph Wilson|Pantheon Innovations gmbh|Elijah Garcia|73LSTFFM2JX1GPB6290JVPC1CN760KY9W142WJMCEMRQS|4381|61VO|1936-04-27 01:17:05:000000
5SC9A1XTGQ|M|3849|343162150|3.1721|2097-12-24|Charlotte|Walker|Charlotte Murphy|Eclipse Innovations gmbh|Charlotte Walker|HDHISVE6Q6P9ILZS66HNHN19ST5PFXBQZXGVTHSIIUDZ0|3001|QUNA|1981-02-05 11:37:27:000000
YF7ULRY779|F|8948|155629058|4.881|1995-05-26|Savannah|Edwards|Mila Morgan|BlueSky Ventures ltd.|Savannah Edwards|G8Z37EWX72PZ14FPUUILI732X4G7R3ISY4SCFW3JD3F6C|4065|SE7Q|1973-10-31 02:39:38:000000
AJJWJVBWMN|M|4414|1553995615|3.9041|2076-08-02|Jayden|Baker|Camilla Baker|Acme Corporation gmbh|Jayden Baker|2URNU0A0TG66GOLEJAJP6IZ44Y7KJWJBB6N5KYV8HFGC6|8112|HOIG|2021-10-05 11:20:03:000000
9CQWPR5XMC|M|4290|863854074|6.7208|1948-12-23|Jack|Harris|William Martinez|Apex Industries inc.|Jack Harris|GJRVYXHUHMPCU7851DVTFAP62MJIL4YVX3IOUKHSC8Q5M|1284|B1FI|1973-07-30 06:25:30:000000
42H8PNFLOY|M|8893|1215988874|7.2363|1918-04-25|Camila|Collins|Victoria Cooper|Elite Innovations gmbh|Camila Collins|C1FEE6EQP27JW6TQS3ANM8UB8RQXQ0EBVO46VVQ28FLZI|2840|4HU8|1970-06-28 22:36:26:000000
IYVB5C1TI8|F|4773|1585011267|5.3585|1963-07-31|Abigail|Morgan|Aurora Walker|Evergreen Holdings inc.|Abigail Morgan|M65DXOVDOWAKSR4PLME5TVL7W2FPNV4NN3SG4DPNMCIWN|5884|YHZV|1983-03-12 06:40:14:000000
L86VNBEFBP|M|5507|61589852|2.2527|2062-09-30|Abigail|Reed|Riley Brown|Bliss Enterprises inc.|Abigail Reed|DEP9VJBODBIPI8ZXP3Z7Q65K8QFFEEVXUQ2I71VVQRJX1|7165|F2IX|1926-04-29 13:32:48:000000
WD2USX1IJX|M|1788|1622196542|0.1189|1961-08-13|Charlotte|Garcia|Victoria Perez|Vanguard Corporation inc.|Charlotte Garcia|48AW9AHC4V7MDUJ9MBQMQUIBLR3SK4LJM2ND7FM9CHRSS|0167|ZMQG|2090-06-22 14:33:10:000000
AFEV3R53I8|F|3506|1071526301|2.4327|2074-12-20|Aubrey|Green|William Martinez|United Synergy gmbh|Aubrey Green|GE3ZK1920P6HWG103UNRDESIDNB3ZJ88XXY9RH03RKMZ8|6946|A1EO|1993-01-30 17:13:25:000000
3B6Y3EAQZD|F|4421|1632030440|0.6323|1962-07-01|Liam|Collins|Caden Jackson|Bliss Enterprises gmbh|Liam Collins|UYYNWBOKL9DYKBLZ76S178LBWREVGH956K0UUVQTH9V42|9909|WL85|2001-03-22 18:05:09:000000
ZVGL2X7E64|F|3223|839381403|2.6087|2011-02-24|Liam|Martin|Wyatt Johnson|Vanguard Corporation inc.|Liam Martin|VHJOB7KDABHIRLGKHIZ8XLKBX5I6SETBGFJ87I2GA4JUT|5750|LD4T|2047-10-02 18:45:51:000000
700U2O9GQX|M|6037|1016572904|9.17|2030-01-09|Lillian|Turner|Addison Campbell|Zephyr Group ltd.|Lillian Turner|5AZ7Y2AJC8ANL9CVI0CVDCHLSDVQXSHECU32B002YCHJ7|9234|PYRM|2068-12-09 09:37:54:000000
8VIS87CBR3|M|2663|1944219697|1.5658|1928-11-20|Alexander|Richardson|Zoe Gonzalez|Solaris Systems gmbh|Alexander Richardson|XAI7SXTUCOYXCV7GUYXBN78UK6AG17LI0U2HZWP6YU6BP|6517|TECI|1984-11-24 10:25:52:000000
CCZ6T0UYO5|M|4502|804971933|8.683|2035-09-02|Abigail|Ramirez|Jacob Cook|Universal Synergy inc.|Abigail Ramirez|I302GKRGQZCZVR967F3EOWRKDQXFPOFW5R9301MMZSYXO|9097|N6N9|1955-11-17 14:36:54:000000
